job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
4504;;;;;4504;4504;Miles;Zanjani;M;1974-06-06;2001-10-18;2001-10-18;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4255;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;None;Medium;Unknown;Unknown;;25463;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Sweet company inc;;
4505;;;;;4505;4505;Gabriela;Litzmann;F;1973-10-01;1996-11-21;1996-11-21;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4255;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Low;Unknown;Unknown;;24074;USD;;;;Global;22794;227949;;Sugar & Sweets Holding;Candy sugar store inc;;
4506;;;;;4506;4506;Jefferson;Martin;M;1967-12-02;1995-05-24;1995-05-24;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4255;4189;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;High;Medium;Personal Circumstances;;23117;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
4507;;;;;4507;4507;Cayden;Parrott;M;1955-11-30;1983-09-23;1983-09-23;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4255;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Regional;Medium;Medium;Personal Circumstances;;23617;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Sweet company inc;;
4508;;;;;4508;4508;Bang;Palairet;M;1957-08-24;1983-06-29;1983-06-29;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4256;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Global;Low;Unknown;Unknown;;23043;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
4509;;;;;4509;4509;Jaishankar;Aly;M;1976-10-30;1995-06-22;1995-06-22;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4256;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;North America;United States;San Francisco;Permanent;;Unknown;Unknown;Medium;Unknown;Unknown;;25163;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
4510;;;;;4510;4510;Fortunata;Brunner;F;1974-06-19;2012-03-22;2012-03-22;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4256;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Unknown;Regional;Low;Medium;Manager;;24126;USD;;;;Global;22794;227942;;Sugar & Sweets Holding;Sweet company inc;;
4511;;;;;4511;4511;Chou;Ballast   ;M;1976-07-11;2012-06-17;2012-06-17;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4256;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Intern Student;Talent;High;Local;Medium;Unknown;Unknown;;24450;EUR;;;;Global;22794;227948;;Sugar & Sweets Holding;Sweet company inc;;
4512;;;;;4512;4512;Lamie;Lucciardi;M;1983-02-18;2012-10-28;2012-10-28;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4257;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Fixed Term;Talent;High;None;Low;Unknown;Unknown;;23423;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Candy sugar store inc;;
4513;;;;;4513;4513;Do;Varga;M;1973-10-07;1987-06-15;1987-06-15;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4257;4189;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;IT;System operations;;Global;Europe;United Kingdom;London;Permanent;;Low;Unknown;High;Unknown;Unknown;;24378;GBP;;;;Global;24216;242163;;Sugar & Sweets Holding;Candy sugar store inc;;
4514;;;;;4514;4514;Yehonatan;Evans;M;1959-12-17;1989-05-05;1989-05-05;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4257;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;North America;United States;Chicago;Permanent;;Unknown;Unknown;Medium;Unknown;Unknown;;23250;USD;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
4515;;;;;4515;4515;Dante;Owusu;M;1981-06-16;1996-01-31;1996-01-31;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4257;4189;Global;Sugar & Sweets;Candy;Caramel Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Temporary;;Medium;;Low;Medium;Personal Circumstances;;24805;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
4516;;;;;4516;4516;Rasmus;Popov;M;1988-07-11;2012-05-19;2012-05-19;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4258;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;Medium;Unknown;Unknown;;23176;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Candy sugar store inc;;
4517;;;;;4517;4517;Gaël;Jung-ming;F;1974-05-19;2001-02-04;2001-02-04;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4258;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Temporary;;Medium;Global;Unknown;Unknown;Unknown;;23643;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
4518;;;;;4518;4518;Modesto;Cortes;M;1978-03-15;1997-09-12;1997-09-12;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4258;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;United Kingdom;London;Temporary;;High;Regional;Medium;Unknown;Unknown;;23315;GBP;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
4519;;;;;4519;4519;Andres;Hollweg;M;1978-05-26;2005-12-24;2005-12-24;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4258;4189;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;IT;System operations;;Global;North America;United States;New York City;Fixed Term;;Medium;;Medium;Unknown;Unknown;;24541;USD;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
4520;;;;;4520;4520;Sharbal;Krehbiel;M;1976-02-08;2001-08-21;2001-08-21;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4259;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;;Medium;Unknown;Unknown;;25108;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Candy sugar store inc;;
4521;;;;;4521;4521;Katherine;Mizrachi;F;1967-12-12;1985-11-13;1985-11-13;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4259;4189;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Unknown;;Unknown;Regional;Low;Unknown;Unknown;;24480;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Sweet company inc;;
4522;;;;;4522;4522;Ezzatdoleh;Takemago;F;1972-04-17;1998-02-09;1998-02-09;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4259;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;Europe;Spain;Barcelona;Permanent;;Low;Local;Medium;Unknown;Unknown;;24397;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Sweet company inc;;
4523;;;;;4523;4523;Nevaeh;Eekwiendels   ;F;1991-12-18;2014-02-07;2014-02-07;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4259;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;North America;United States;Chicago;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;24856;USD;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
4524;;;;;4524;4524;Anwar;Hansen;M;1982-03-29;2010-02-22;2010-02-22;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4260;4189;Global;Sugar & Sweets;Icecream;Popsicles;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Low;Regional;Medium;Medium;Manager;;24301;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
4525;;;;;4525;4525;Trond;Shu-yen;M;1956-06-01;1978-08-17;1978-08-17;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4260;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Low;Regional;Unknown;Unknown;Unknown;;24566;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Sweet company inc;;
4526;;;;;4526;4526;Choe;Mansur;M;1979-06-19;2007-02-09;2007-02-09;0.6;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4260;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;High;Unknown;Low;High;Personal Circumstances;;24272;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
4527;;;;;4527;4527;Shojiro;Er;M;1971-08-28;2002-04-28;2002-04-28;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4260;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;High;Unknown;Unknown;;23831;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Sweet company inc;;
4528;;;;;4528;4528;Markus;Le;M;1961-05-18;1986-07-30;1986-07-30;0.6;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4261;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Fixed Term;;Unknown;Unknown;Low;Unknown;Unknown;;23443;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
4529;;;;;4529;4529;Wei;Caballero Castillo  ;F;1986-04-26;2003-10-14;2003-10-14;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4261;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;25436;GBP;;;;Global;22794;227946;;Sugar & Sweets Holding;Candy sugar store inc;;
4530;;;;;4530;4530;Noh;Golan;F;1975-04-03;2000-04-04;2000-04-04;0.5;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4261;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;Unknown;High;Compensation;;25387;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
4531;;;;;4531;4531;Tomoko;Ahrari;F;1988-07-12;2009-05-26;2009-05-26;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4261;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Utrecht;Permanent;Talent;Low;;Low;Low;Personal Circumstances;;25037;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Candy sugar store inc;;
4532;;;;;4532;4532;Dries;Hyung-sook;M;1965-08-06;1995-06-17;1995-06-17;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4262;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;Unknown;Unknown;Unknown;;23978;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
4533;;;;;4533;4533;Zwana;Tomei;M;1953-10-26;1986-09-20;1986-09-20;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4262;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;Medium;Unknown;Low;Unknown;Unknown;;24069;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
4534;;;;;4534;4534;Su;James;M;1985-02-20;2005-04-23;2005-04-23;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4262;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;Unknown;High;Medium;Compensation;;23932;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Sweet company inc;;
4535;;;;;4535;4535;Vittore;Hovath;M;1988-08-20;2012-12-01;2012-12-01;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4262;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Global;Medium;Medium;Compensation;;23888;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
4536;;;;;4536;4536;Riyadh;Tantawi;M;1952-03-04;1985-09-06;1985-09-06;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4263;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Unknown;Low;Medium;Other;;23123;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Internet trading inc;;
4537;;;;;4537;4537;Toshiko;Vernon;F;1984-09-30;2005-02-04;2005-02-04;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4263;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Fixed Term;;High;Local;Low;High;Manager;;24765;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Sweet company inc;;
4538;;;;;4538;4538;Umayyad;Banuelos Orozco  ;M;1970-02-09;2002-06-04;2002-06-04;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4263;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;Unknown;Unknown;Medium;None;None;;23310;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
4539;;;;;4539;4539;Fadi;Al-bin-Bagheri;M;1979-01-10;1999-10-14;1999-10-14;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4263;4189;Global;Sugar & Sweets;Candy;Caramel Candy;Global;IT;System operations;;Global;Europe;Spain;Barcelona;Permanent;Talent;Medium;Unknown;Low;Unknown;Unknown;;24727;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Candy sugar store inc;;
4540;;;;;4540;4540;Pier;Mendiluce Da Gama ;M;1981-02-23;2011-03-18;2011-03-18;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4264;4189;Global;Sugar & Sweets;Candy;Licorice;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;;Unknown;Low;Manager;;23959;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Sweet company inc;;
4541;;;;;4541;4541;Lucas;De;M;1980-09-03;2003-07-05;2003-07-05;0.6;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4264;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;High;Unknown;Unknown;;24782;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Sweet company inc;;
4542;;;;;4542;4542;Toby;Al-Talavi;M;1976-10-24;2007-09-03;2007-09-03;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4264;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;United Kingdom;London;Permanent;;Medium;None;High;Unknown;Unknown;;24426;GBP;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
4543;;;;;4543;4543;Nicolas;Mhari;M;1976-08-25;1998-02-14;1998-02-14;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4264;4189;Global;Sugar & Sweets;Candy;Caramel Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Intern Student;;Low;Unknown;Low;Medium;Career;;25309;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
4544;;;;;4544;4544;Roden;Moham;M;1982-05-08;2010-03-06;2010-03-06;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4265;4189;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Local;Low;Unknown;Unknown;;25139;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Candy sugar store inc;;
4545;;;;;4545;4545;Agnese;Magi;F;1988-06-19;2007-04-28;2007-04-28;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4265;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Intern Student;;Unknown;Unknown;High;Unknown;Unknown;;23053;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
4546;;;;;4546;4546;Veeti;Bogdanov;M;1979-02-08;2010-04-03;2010-04-03;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4265;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Utrecht;Permanent;;High;;Medium;Unknown;Unknown;;24130;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
4547;;;;;4547;4547;Loyal;Cavazos;M;1979-09-29;1996-01-29;1996-01-29;0.5;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4265;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Global;Unknown;Unknown;Unknown;;24367;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Sweet company inc;;
4548;;;;;4548;4548;Joris;Arbizu Guruceta  ;M;1985-11-23;2012-12-21;2012-12-21;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4266;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;High;Unknown;High;Unknown;Unknown;;23351;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Internet trading inc;;
4549;;;;;4549;4549;Alejandro;Wilson;M;1984-12-14;2006-12-26;2006-12-26;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4266;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Intern Student;;Medium;Unknown;Medium;Unknown;Unknown;;24111;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
4550;;;;;4550;4550;Muntasir;Ozturk;M;1992-10-10;2006-05-11;2006-05-11;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4266;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Medium;Unknown;Unknown;;25080;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
4551;;;;;4551;4551;Mehrak;Sreehari;M;1994-06-29;2014-05-05;2014-05-05;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4266;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Regional;Low;Medium;Personal Circumstances;;24233;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
4552;;;;;4552;4552;Pieter-Bas;Endress;M;1977-11-18;1996-12-24;1996-12-24;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4267;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Temporary;;Unknown;Regional;Medium;Medium;Career;;24873;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
4553;;;;;4553;4553;Masanobu;Banuelos Orozco  ;M;1982-02-26;2009-04-07;2009-04-07;0.7;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4267;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Intern Student;Talent;Medium;Unknown;High;Medium;Manager;;24796;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Internet trading inc;;
4554;;;;;4554;4554;Cassandra;El Sayed;F;1990-04-10;2013-05-17;2013-05-17;1;Active;Hay Grade 11;Coordination Assistant;Hay Grade 12;4267;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;23162;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
4555;;;;;4555;4555;Quinn;My-Sung;M;1977-07-10;2001-08-10;2001-08-10;1;Active;Hay Grade 12;Coordination Assistant;Hay Grade 12;4267;4189;Global;Sugar & Sweets;Candy;Licorice;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;Low;;High;Unknown;Unknown;;24467;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Candy sugar store inc;;
4556;;;;;4556;4556;Kui;Abraha;M;1994-06-19;2014-09-30;2014-09-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4268;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;Low;Global;High;Unknown;Unknown;;23092;EUR;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
4557;;;;;4557;4557;Govert;Al Gahary;M;1986-02-05;2014-09-30;2014-09-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4268;4189;Global;Sugar & Sweets;Candy;Hard Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Low;Medium;Personal Circumstances;;25256;USD;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
4558;;;;;4558;4558;Marely;Somayaji;F;1969-08-29;1999-10-25;1999-10-25;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4268;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24253;EUR;;;;Global;22794;227941;;Sugar & Sweets Holding;Internet trading inc;;
4559;;;;;4559;4559;Fairly;Byrne;F;1995-10-16;2009-06-08;2009-06-08;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4268;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;High;Unknown;Low;Unknown;Unknown;;23382;EUR;;;;Global;22794;227948;;Sugar & Sweets Holding;Sweet company inc;;
4560;;;;;4560;4560;Robert;Yosef;M;1979-04-21;2013-10-22;2013-10-22;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4269;4189;Global;Sugar & Sweets;Candy;Hard Candy;Global;IT;System operations;;Global;North America;United States;San Francisco;Permanent;Talent;Medium;None;Medium;Unknown;Unknown;;25318;USD;;;;Global;24216;242163;;Sugar & Sweets Holding;Internet trading inc;;
4561;;;;;4561;4561;Elin;Ghurani;F;1981-10-08;2009-05-18;2009-05-18;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4269;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;Talent;Medium;;Low;Unknown;Unknown;;23338;USD;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
4562;;;;;4562;4562;Piotr;Moham;M;1972-02-13;2001-09-04;2001-09-04;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4269;4189;Global;Sugar & Sweets;Icecream;Popsicles;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Local;Medium;Unknown;Unknown;;23266;USD;;;;Global;24492;244926;;Sugar & Sweets Holding;Internet trading inc;;
4563;;;;;4563;4563;Chris;Moya Lizarraras  ;M;1959-08-31;1984-11-02;1984-11-02;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4269;4189;Global;Sugar & Sweets;Candy;Lollipops;Global;IT;System operations;;Global;Europe;Spain;Madrid;Intern Student;;Medium;Global;Medium;High;Personal Circumstances;;24690;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
4564;;;;;4564;4564;Malcolm;Nickerson;M;1978-11-19;2013-10-22;2013-10-22;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4270;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Local;High;Unknown;Unknown;;23395;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
4565;;;;;4565;4565;Renau;Varga;M;1981-06-27;2009-01-05;2009-01-05;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4270;4189;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;IT;System operations;;Global;North America;United States;New York City;Fixed Term;Talent;High;Regional;Medium;Unknown;Unknown;;23307;USD;;;;Global;22794;227943;;Sugar & Sweets Holding;Internet trading inc;;
4566;;;;;4566;4566;Coen;Canales;M;1953-04-29;1976-10-16;1976-10-16;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4270;4189;Global;Sugar & Sweets;Candy;Lollipops;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;23802;USD;;;;Global;24216;242162;;Sugar & Sweets Holding;Candy sugar store inc;;
4567;;;;;4567;4567;Jose;Krca;M;1978-10-27;2003-08-13;2003-08-13;0.2;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4270;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;High;;Medium;Medium;Compensation;;24535;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
